測定局コード,住所,都道府県
34201010,広島市西区三篠町１－９－２５,広島県
34201020,広島市南区皆実町１－１５－３２,広島県
34201250,広島市西区井口２－１３－１,広島県
34201260,広島市安佐北区可部４－９－１,広島県
34201510,広島市中区基町１１－１,広島県
34201520,広島市南区比治山本町１２,広島県
34202010,呉市伏原２丁目６－３８,広島県
34202020,呉市宮原４丁目８－１,広島県
34202040,呉市広駅前１丁目６－１,広島県
34202050,呉市警固屋１丁目１７２－１６,広島県
34202510,呉市西畑町３３地先,広島県
34203010,竹原市竹原町３４４４－１,広島県
34204150,三原市宮浦２丁目１－１,広島県
34204520,三原市宮沖町１１９－２,広島県
34205010,尾道市東久保町１２－１,広島県
34207020,福山市明治町４番１号,広島県
34207040,福山市春日町３丁目１５番１８号,広島県
34207060,福山市水呑向丘１０７番地,広島県
34207090,福山市曙町５丁目１６番３号,広島県
34207310,福山市駅家町法成寺６７番地,広島県
34207320,福山市広島県,広島県
34207510,福山市東桜町３番５号,広島県
34208050,府中市元町１－５,広島県
34209020,三次市十日市町１６８－１,広島県
34211200,大竹市油見３丁目１１４３,広島県
34212030,東広島市西条中央２丁目１５－１,広島県
34304010,安芸郡海田町つくも町１－６０,広島県
34322030,廿日市市桜尾本町,広島県
34369010,山県郡北広島町壬生,広島県
34408010,東広島市河内町入野５０４８－１,広島県
34427010,豊田郡大崎上島町中野２０７８,広島県
34501010,福山市神辺町大字川北１３５６－１,広島県
35201010,下関市小月茶屋町２丁目３－５,山口県
35201020,下関市長府亀の甲２丁目２－１,山口県
35201030,下関市彦島迫町５丁目１３－２１,山口県
35201040,下関市山の田本町８－１,山口県
35201250,下関市豊浦町大字小串９１番３,山口県
35202020,宇部市琴芝１丁目1-50,山口県
35202030,宇部市松山町５丁目9番地,山口県
35202360,宇部市厚南中央3丁目1－2,山口県
35203010,山口市大字朝田字蛭田５３５,山口県
35204010,萩市江向川添沖田５３１－１,山口県
35205010,周南市毛利町二丁目３８,山口県
35205030,周南市大字栗屋680,山口県
35205040,周南市周陽３丁目1-1,山口県
35205520,周南市大字徳山５８１１－７,山口県
35206010,防府市岡村町２－１,山口県
35206050,防府市大字浜方７４６－１,山口県
35207030,下松市大字東豊井１１３４,山口県
35207090,下松市大手町３丁目３－３,山口県
35208010,岩国市山手町1丁目7-60,山口県
35208030,岩国市尾津町１丁目１番１１号,山口県
35209010,山陽小野田市須恵１丁目２番,山口県
35209020,山陽小野田市大字小野田３９２３,山口県
35210020,光市花園町２丁目１番１号,山口県
35210040,光市大字光井６丁目１０－１,山口県
35211010,長門市東深川１８７５－１,山口県
35212010,柳井市南町１丁目１０番２号,山口県
35213010,美祢市伊佐１２０３４番地１,山口県
35213020,美祢市大嶺町向原２９９－１,山口県
35214010,周南市川崎３丁目３番６号,山口県
35214020,周南市宮の前２丁目,山口県
35321010,玖珂郡和木町大字和木２丁目１５番１号,山口県
36201010,徳島市川内町竹須賀１５１,徳島県
36201030,徳島市応神町吉成字西吉成９１－１,徳島県
36201080,徳島市新蔵町３丁目８０,徳島県
36201110,徳島市丈六町八万免１４,徳島県
36201510,徳島市新蔵町１丁目６７,徳島県
36202010,鳴門市撫養町立岩字七枚１２８,徳島県
36203010,小松島市堀川町１－２７,徳島県
36204010,阿南市領家町野神３１９,徳島県
36204020,阿南市大潟町２１０－２,徳島県
36204030,阿南市桑野町上張１５,徳島県
36204040,阿南市椿町浜１４,徳島県
36204050,阿南市下大野町渡り上り２５８,徳島県
36204060,阿南市宝田町中新開６８－１３,徳島県
36204070,阿南市橘町豊浜３６－１５,徳島県
36204080,阿南市福井町高田１１７－１５,徳島県
36205010,吉野川市鴨島町鴨島106-2,徳島県
36342010,名西郡神山町神領字西上角25-4,徳島県
36361010,阿南市那賀川町黒地７０３－３,徳島県
36362010,阿南市羽ノ浦町岩脇字中地１１２－１,徳島県
36363010,那賀郡那賀町和喰郷字南川１１９,徳島県
36381010,海部郡美波町西の地字魚呑３４－１,徳島県
36401010,板野郡松茂町住吉字住吉開拓１８７,徳島県
36402010,板野郡北島町鯛浜字向４３－４,徳島県
36403010,板野郡藍住町奥野字猪熊１７５－２,徳島県
36461010,美馬市脇町大字猪尻字建神社下南７３,徳島県
36483010,三好市池田町字マチ2551-1,徳島県
37201010,高松市福岡町１－４－４６,香川県
37201080,高松市国分寺町新居１７１０-１,香川県
37201090,高松市高松町1336-6,香川県
37201100,高松市香川町東上947-1,香川県
37201510,高松市栗林町１－６－２５,香川県
37201540,高松市番町１－１１－２２,香川県
37201550,高松市田村町３０３－１,香川県
37202010,丸亀市大手町２－３－１,香川県
37202030,丸亀市今津町３４８,香川県
37202070,丸亀市土器町東５－６９６,香川県
37203010,坂出市久米町１－１８－２０,香川県
37203020,坂出市瀬居町西浦１６８８－４,香川県
37203040,坂出市大屋富町２６２７－１,香川県
37203050,坂出市林田町６３６,香川県
37204010,善通寺市文京町２－１－１,香川県
37205010,観音寺市坂本町１－１－１,香川県
37206010,さぬき市津田町津田930番地2,香川県
37322010,小豆郡土庄町渕崎甲２０７９－５,香川県
37364010,香川郡直島町１１２２－１,香川県
37386010,綾歌郡宇多津町1881,香川県
38201020,松山市富久町２７３,愛媛県
38201030,松山市太山寺町１１０６－１,愛媛県
38201080,松山市北斎院町７１２,愛媛県
38201090,松山市西垣生町７４７,愛媛県
38201510,松山市本町６－６－１,愛媛県
38201530,松山市朝生田町７丁目８３９,愛媛県
38202100,今治市旭町1-4-9,愛媛県
38203010,宇和島市天神町7-1,愛媛県
38204010,八幡浜市北浜1-3-37,愛媛県
38205010,新居浜市久保田町１－甲６０５,愛媛県
38205060,新居浜市本郷３－１－１,愛媛県
38205080,新居浜市宇高町２－１３－７,愛媛県
38205090,新居浜市星原町７－８,愛媛県
38205100,新居浜市多喜浜１４２ー１５,愛媛県
38206050,西条市大町４４５－２,愛媛県
38208030,四国中央市上分町８００,愛媛県
38209030,四国中央市寒川町１８６０－２,愛媛県
38209050,四国中央市三島宮川４－６－５３,愛媛県
38212040,西条市壬生川１１６,愛媛県
38302020,四国中央市土居町入野１７８－１,愛媛県
38323010,西条市丹原町今井４－イ,愛媛県
38380010,上浮穴郡久万町菅生2番耕地280-38,愛媛県
38401010,伊予郡松前町大字北黒田119-2,愛媛県
38421010,大洲市長浜町今坊乙1874-3,愛媛県
39201350,高知市介良丙１０００－２,高知県
39201360,高知市南新田町５－６６,高知県
39201530,高知市若草南町523-3,高知県
39203010,安芸市西浜95-1,高知県
39204070,南国市稲生衣笠３０７５－２,高知県
39206020,須崎市下分甲391-2,高知県
39206080,須崎市押岡字山下,高知県
39210010,四万十市具同5179,高知県
39212010,香美市土佐山田町山田1128-1,高知県
39381030,吾川郡いの町１３８１,高知県
39405950,高岡郡檮原町太郎川3757-2,高知県
40101010,北九州市門司区大里原町１２－１２,福岡県
40101020,北九州市門司区大字畑,福岡県
40101510,北九州市門司区老松町３番地,福岡県
40103010,北九州市若松区本町三丁目１３－１,福岡県
40103120,北九州市若松区高須北1丁目1番,福岡県
40103130,北九州市若松区向洋町15-1,福岡県
40105010,北九州市戸畑区新池一丁目２－１,福岡県
40106010,北九州市小倉北区井堀二丁目７－１,福岡県
40106020,北九州市小倉北区大門一丁目６－４８,福岡県
40106510,北九州市小倉北区三萩野一丁目,福岡県
40107020,北九州市小倉南区下曽根四丁目２３－３８,福岡県
40107040,北九州市小倉南区企救丘二丁目１－１,福岡県
40108010,北九州市八幡東区中央一丁目２－４,福岡県
40108510,北九州市八幡東区西本町一丁目２０－２,福岡県
40109010,北九州市八幡西区筒井町１５－１,福岡県
40109030,北九州市八幡西区塔野一丁目３－１,福岡県
40109510,北九州市八幡西区黒崎三丁目,福岡県
40131010,福岡市東区筥松４－２１,福岡県
40131030,福岡市東区香住ヶ丘３－１０,福岡県
40132010,福岡市博多区吉塚６－８,福岡県
40132520,福岡市博多区東比恵１－３,福岡県
40132530,福岡市博多区千代５－１,福岡県
40133020,福岡市中央区春吉１－１７－３８,福岡県
40133510,福岡市中央区天神２－１２,福岡県
40134010,福岡市南区塩原１－２７,福岡県
40134510,福岡市南区大橋３－１８,福岡県
40135020,福岡市城南区長尾５－１－１,福岡県
40135060,福岡市西区田尻東１－１７－１,福岡県
40135510,福岡市早良区西新３－１－１,福岡県
40135520,福岡市城南区別府１－２２,福岡県
40135530,福岡市西区石丸２－２５,福岡県
40135540,福岡市西区今宿青木字草場１３７,福岡県
40137010,福岡市早良区祖原１５－７,福岡県
40202010,大牟田市有明町２－３,福岡県
40202050,大牟田市七浦町１５－１,福岡県
40202060,大牟田市新地町７,福岡県
40202080,大牟田市橘６６４－１,福岡県
40203060,久留米市諏訪野町１８３０ー６,福岡県
40203070,久留米市三潴町玉満2705,福岡県
40203100,久留米市城南町１１－４,福岡県
40203110,久留米市田主丸町田主丸６５－１,福岡県
40204010,直方市直方６６７－１２５,福岡県
40205010,飯塚市平恒1番地47,福岡県
40206010,田川市大字弓削田２８３８,福岡県
40210010,八女市立花町谷川1156番地,福岡県
40214010,豊前市大字吉木９５５,福岡県
40216010,小郡市大字井上字尾辺田４３４,福岡県
40220010,宗像市大字東郷１－２－１,福岡県
40221010,太宰府市大字向佐野字迎田３９,福岡県
40222010,前原市大字浦志２１６－１,福岡県
40223510,古賀市大字鹿部４０１－３,福岡県
40228010,朝倉市杷木池田483番地1,福岡県
40342010,糟屋郡篠栗町大字田中１番地１,福岡県
40563010,柳川市大字今古賀８－１,福岡県
40621010,京都郡苅田町富久町１丁目１９－１,福岡県
41201030,佐賀市高木町１５－３０,佐賀県
41201040,佐賀市三瀬村三瀬2970,佐賀県
41201540,佐賀市兵庫町大字西渕1960-4,佐賀県
41202060,唐津市竹木場５６１６－１,佐賀県
41202160,唐津市肥前町大字入野字音ノ元甲1684,佐賀県
41202200,唐津市二夕子　1-7-83,佐賀県
41203010,鳥栖市宿町７２１－３５,佐賀県
41203050,鳥栖市曽根崎町１４９８－３,佐賀県
41204010,多久市北多久町大字小侍４８－３,佐賀県
41205080,伊万里市大坪町２８６３－１,佐賀県
41205090,伊万里市山代町久原１６３７－４,佐賀県
41206010,武雄市武雄町大字昭和２７－６,佐賀県
41207010,鹿島市納富分２７４４－１,佐賀県
41209010,嬉野市嬉野町大字下宿乙1408番地,佐賀県
41210010,神埼市神埼町枝ヶ里349,佐賀県
41341010,基山町大字宮浦１０３７－１,佐賀県
41401020,西松浦郡有田町下山谷字佐後乙3563,佐賀県
41425010,杵島郡白石町大字福田2371番地,佐賀県
42201030,長崎市稲佐町１１－１,長崎県
42201280,長崎市小ケ倉町２－２１－２,長崎県
42201300,長崎市矢上町２４７－２,長崎県
42201510,長崎市大黒町３－１,長崎県
42201530,長崎市桜町６－３,長崎県
42201540,長崎市江戸町10-100,長崎県
42202020,佐世保市木宮町３－１０,長崎県
42202030,佐世保市田原町１３－２９,長崎県
42202140,佐世保市早岐１丁目６－３８,長崎県
42202160,佐世保市大塔町２３９４－９,長崎県
42202510,佐世保市日宇町５２２－１,長崎県
42202520,佐世保市福石町２０１－３,長崎県
42203010,島原市新田町３４７－９,長崎県
42204060,諌早市馬渡町13,長崎県
42205010,大村市西三城町１２,長崎県
42208040,松浦市志佐町浦免８１２－１,長崎県
42209010,対馬市厳原町宮谷224,長崎県
42209950,対馬市大字厳原北里大多羅（上見坂公園）,長崎県
42210010,壱岐市郷ノ浦町本村触505-5,長崎県
42211010,五島市福江町504-1,長崎県
42211950,五島市大宝郷字ヅンナン辻1148,長崎県
42213010,雲仙市小浜町北本町550,長崎県
42308040,西彼杵郡時津町野田郷２,長崎県
42309010,長崎市村松郷字南小島７０４－１３,長崎県
42314020,西海市大瀬戸町雪浦上郷字宮小路141-2,長崎県
42322060,東彼杵郡川棚町下組郷字開３０４－５,長崎県
42392020,佐世保市大渡免字大切１３６,長崎県
43201140,熊本市北区楡木3-9-1,熊本県
43201150,熊本市中央区京町本丁1-14,熊本県
43201160,熊本市北区植木町岩野238-1,熊本県
43201170,熊本市東区秋津3丁目1856,熊本県
43201180,熊本市西区中島町371-2,熊本県
43201190,熊本市南区城南町高482,熊本県
43201510,熊本市中央区水道町１３－２,熊本県
43201520,熊本市中央区神水本町９６７－１,熊本県
43202020,八代市鷹辻町,熊本県
43202030,八代市古閑上町１９７,熊本県
43202520,八代市宮地町,熊本県
43203011,人吉市西間下町８６－１,熊本県
43204200,荒尾市川登1868-12,熊本県
43205030,水俣市丸島町３－１８７,熊本県
43205160,水俣市八幡町３丁目２－７,熊本県
43206020,玉名市大字岩崎１００４－１,熊本県
43207010,天草市今釜新町３５３０,熊本県
43208010,山鹿市山鹿,熊本県
43210010,菊池市大字隈府字前田８７８番地１,熊本県
43211050,宇土市旭町３７５,熊本県
43212010,上天草市松島町合津4276-387,熊本県
43214011,阿蘇市一の宮町宮地２４０２,熊本県
43215010,天草市宮地岳町5518-1,熊本県
43215020,天草市新和町小宮地字荒新開5208-105,熊本県
43215030,天草市河浦町河浦796-4,熊本県
43215040,天草市天草町下田北1388-1,熊本県
43403010,菊池郡大津町引水１２３,熊本県
43443010,上益城郡益城町惣領１４７０,熊本県
43444010,上益城郡甲佐町岩下１５７番地１９,熊本県
43481010,葦北郡芦北町小田浦１５７２－１,熊本県
43530010,天草市大字井出３７６８－２,熊本県
43531010,天草郡苓北町志岐４６０,熊本県
43531020,天草郡苓北町坂瀬川字小崎2865,熊本県
43531030,天草郡苓北町都呂々字古里1211-1,熊本県
43531040,天草郡苓北町都呂々字陰平6118-2,熊本県
43532010,天草市字白鶴浜８９７－１５,熊本県
44201010,大分市敷戸北町１２番１号,大分県
44201050,大分市奥田７５４ー１,大分県
44201070,大分市三佐５丁目６番地８号,大分県
44201080,大分市横田１丁目１５番地５８号,大分県
44201090,大分市南２丁目９番７２号,大分県
44201100,大分市中戸次本町,大分県
44201130,大分市萩原１丁目１０番３０号,大分県
44201340,大分市佐野２６６２,大分県
44201350,大分市大字横瀬４１６番地,大分県
44201360,大分市大字横尾２６６０番地,大分県
44201370,大分市南春日町６番１号,大分県
44201510,大分市金池町２丁目の１,大分県
44201520,大分市大字宮崎字スカワ783-3他,大分県
44202020,別府市大字別府字野口原３０８８－１,大分県
44203070,中津市中央町１－５－１６,大分県
44204010,日田市城町１－１－１０,大分県
44205020,佐伯市長島町１丁目２番１号,大分県
44206010,臼杵市大字臼杵７２－１,大分県
44207010,津久見市宮本町２０－１５,大分県
44212010,豊後大野市三重町市場９３４番地２,大分県
44213010,由布市庄内町柿原337-2,大分県
44214010,国東市国東町鶴川1974,大分県
44341020,速見郡日出町鷹匠町２４５８－１,大分県
44381010,大分市大字関２１７８番地,大分県
45201040,宮崎市佐土原町下田島20660,宮崎県
45201050,宮崎市宮崎市祇園２丁目１３５,宮崎県
45201060,宮崎市田野町甲２８１８,宮崎県
45201520,宮崎市中村東３丁目２の２７,宮崎県
45201530,宮崎市大字浮田２７５１番地１４,宮崎県
45201540,宮崎市下北方町新地849番地,宮崎県
45202020,都城市吉尾町４７３番地の１,宮崎県
45202510,都城市姫城町６街区２１,宮崎県
45203020,延岡市桜ヶ丘３丁目７１２２,宮崎県
45203090,延岡市平原町２丁目６１８の２,宮崎県
45203100,延岡市大貫町１丁目２８４０,宮崎県
45203520,延岡市出北町２丁目１４６７－２,宮崎県
45204010,日南市大字戸高６５７,宮崎県
45204030,日南市園田町１６２,宮崎県
45205010,小林市小林市堤字金鳥居３０２０の１３,宮崎県
45206020,日向市大字日知屋１２１０５の１,宮崎県
45206030,日向市春原町１丁目４７,宮崎県
45206080,日向市大字日知屋片ヶ浜３３７９,宮崎県
45401010,児湯郡高鍋町大字北高鍋２０４,宮崎県
45403010,児湯郡西米良村西米良村大字村所,宮崎県
45441010,西臼杵郡高千穂町大字三田井１０８６－１,宮崎県
46201010,鹿児島市山下町11番1号,鹿児島
46201130,鹿児島市谷山中央四丁目４９２７番地,鹿児島
46201220,鹿児島市有村町12番地4,鹿児島
46201260,鹿児島市黒神町2554番地,鹿児島
46201270,鹿児島市城南町１８,鹿児島
46201520,鹿児島市鴨池二丁目31番15号,鹿児島
46202050,薩摩川内市隈之城町217－8,鹿児島
46202520,薩摩川内市御陵下町字八牟田2742番,鹿児島
46203010,鹿屋市新栄町６４９,鹿児島
46205010,いちき串木野市羽島５２１８,鹿児島
46208010,出水市昭和町18－18,鹿児島
46212010,霧島市国分中央五丁目８４２番地１,鹿児島
46220010,南さつま市加世田川畑２６４８,鹿児島
46225010,奄美市名瀬浦上町1－12,鹿児島
46302010,鹿児島市桜島藤野町１４３９,鹿児島
46302020,鹿児島市赤水１１９５－２,鹿児島
46321010,鹿児島市喜入町６２２７,鹿児島
46466010,志布志市志布志町志布志３２４０－１４,鹿児島
46482010,肝属郡東串良町新川西３６３２,鹿児島
47201140,那覇市与儀１－３－２１,沖縄県
47201580,那覇市牧志１－２－２４,沖縄県
47206020,宮古島市平良字東仲宗根４７６,沖縄県
47207020,石垣市字真栄里４３８,沖縄県
47208510,浦添市牧港５－６－５,沖縄県
47209080,名護市大中２－１３－１,沖縄県
47210060,糸満市西崎町３－１７９,沖縄県
47211050,沖縄市美原１－６－２８,沖縄県
47301950,国頭郡国頭村大字宜名真字長根原1000,沖縄県
47322010,うるま市与那城桃原２１９,沖縄県
47329010,中頭郡西原町字与那城１３５,沖縄県
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
